t_seconds,gco2_per_kwh
0,258.96799075094697
3600,365.0796700521221
7200,477.8712728529909
10800,589.656237819611
14400,692.8166043228962
18000,780.3221638662139
21600,846.2095571764617
25200,885.9886672836117
28800,896.9486135719492
32400,878.3424938140918
36000,831.438284323471
39600,759.4324294640008
43200,667.2320092490531
46800,561.1203299478782
50400,448.32872714700915
54000,336.5437621803892
57600,233.38339567710392
61200,145.87783613378622
64800,79.99044282353839
68400,40.211332716388426
72000,29.251386428050807
75600,47.85750618590811
79200,94.7617156765292
82800,166.76757053599914
86400,258.967990750947
90000,365.07967005212197
93600,477.87127285299067
97200,589.6562378196106
100800,692.8166043228961
104400,780.3221638662139
108000,846.2095571764614
111600,885.9886672836117
115200,896.9486135719492
118800,878.3424938140918
122400,831.438284323471
126000,759.4324294640004
129600,667.2320092490528
133200,561.1203299478777
136800,448.32872714700903
140400,336.54376218038914
144000,233.38339567710335
147600,145.87783613378633
151200,79.99044282353822
154800,40.21133271638854
158400,29.251386428050807
162000,47.857506185908164
165600,94.76171567652955
169200,166.76757053599965
172800,258.96799075094657
176400,365.07967005212225
180000,477.87127285299096
183600,589.6562378196109
187200,692.8166043228966
190800,780.3221638662137
194400,846.2095571764618
198000,885.9886672836117
201600,896.9486135719492
205200,878.3424938140917
208800,831.438284323471
212400,759.432429464001
216000,667.2320092490529
219600,561.1203299478778
223200,448.3287271470084
226800,336.5437621803885
230400,233.38339567710412
234000,145.87783613378588
237600,79.99044282353867
241200,40.211332716388426
244800,29.251386428050807
248400,47.85750618590765
252000,94.7617156765287
255600,166.76757053599903
259200,258.96799075094714
262800,365.0796700521214
266400,477.8712728529893
270000,589.65623781961
273600,692.8166043228958
277200,780.322163866213
280800,846.2095571764614
284400,885.9886672836113
288000,896.9486135719492
291600,878.342493814092
295200,831.4382843234714
298800,759.4324294640011
302400,667.2320092490543
306000,561.1203299478786
309600,448.3287271470108
313200,336.5437621803886
316800,233.38339567710423
320400,145.877836133787
324000,79.99044282353873
327600,40.21133271638871
331200,29.251386428050864
334800,47.85750618590811
338400,94.76171567652864
342000,166.7675705359989
345600,258.96799075094566
349200,365.0796700521198
352800,477.8712728529907
356400,589.6562378196099
360000,692.8166043228957
363600,780.322163866213
367200,846.2095571764606
370800,885.9886672836117
374400,896.9486135719492
378000,878.342493814092
381600,831.4382843234714
385200,759.4324294640023
388800,667.232009249053
392400,561.1203299478788
396000,448.3287271470094
399600,336.5437621803902
403200,233.38339567710563
406800,145.87783613378707
410400,79.99044282353873
414000,40.211332716388426
417600,29.25138642805075
421200,47.857506185907596
424800,94.76171567652858
428400,166.76757053599886
432000,258.9679907509469
435600,365.0796700521212
439200,477.8712728529891
442800,589.6562378196098
446400,692.8166043228957
450000,780.322163866213
453600,846.2095571764613
457200,885.9886672836117
460800,896.9486135719494
464400,878.3424938140924
468000,831.4382843234715
471600,759.4324294640012
475200,667.2320092490531
478800,561.1203299478805
482400,448.328727147011
486000,336.5437621803903
489600,233.38339567710437
493200,145.8778361337861
496800,79.99044282353952
500400,40.21133271638877
504000,29.25138642805075
507600,47.85750618590805
511200,94.76171567652932
514800,166.76757053599766
518400,258.9679907509455
522000,365.0796700521211
525600,477.8712728529905
529200,589.6562378196112
532800,692.8166043228942
536400,780.3221638662128
540000,846.2095571764612
543600,885.9886672836117
547200,896.9486135719492
550800,878.3424938140924
554400,831.4382843234716
558000,759.4324294640014
561600,667.2320092490532
565200,561.1203299478775
568800,448.32872714701114
572400,336.5437621803904
576000,233.38339567710446
579600,145.87783613378826
583200,79.9904428235381
586800,40.211332716388824
590400,29.25138642805075
594000,47.857506185907994
597600,94.76171567652767
601200,166.76757053599755
604800,258.96799075094543
608400,365.079670052118
612000,477.8712728529904
