t_seconds,gco2_per_kwh
0,240.17174248154825
3600,151.3613741409996
7200,83.7954779803045
10800,42.078558164891376
14400,29.053553839711128
18000,45.608097524687366
21600,90.61402442536587
25200,161.00425499927638
28800,251.98181135816284
32400,357.34672338368773
36000,469.91854644506145
39600,582.025696834385
43200,686.0282575184517
46800,774.8386258590003
50400,842.4045220196955
54000,884.1214418351086
57600,897.1464461602889
61200,880.5919024753127
64800,835.5859755746342
68400,765.1957450007236
72000,674.2181886418373
75600,568.8532766163125
79200,456.2814535549386
82800,344.17430316561513
86400,240.17174248154836
90000,151.36137414099977
93600,83.79547798030444
97200,42.07855816489143
100800,29.053553839711128
104400,45.60809752468742
108000,90.6140244253661
111600,161.00425499927655
115200,251.9818113581629
118800,357.3467233836876
122400,469.9185464450616
126000,582.0256968343855
129600,686.0282575184517
133200,774.8386258590004
136800,842.4045220196956
140400,884.1214418351087
144000,897.1464461602889
147600,880.5919024753127
151200,835.5859755746342
154800,765.1957450007233
158400,674.2181886418375
162000,568.8532766163121
165600,456.2814535549385
169200,344.174303165615
172800,240.17174248154845
176400,151.36137414099989
180000,83.79547798030438
183600,42.07855816489155
187200,29.053553839711128
190800,45.608097524687366
194400,90.61402442536587
198000,161.00425499927672
201600,251.98181135816247
205200,357.3467233836879
208800,469.9185464450615
212400,582.0256968343849
216000,686.0282575184522
219600,774.8386258590001
223200,842.4045220196954
226800,884.1214418351087
230400,897.1464461602889
234000,880.5919024753125
237600,835.5859755746342
241200,765.195745000724
244800,674.218188641837
248400,568.8532766163122
252000,456.28145355493933
255600,344.17430316561513
259200,240.17174248154853
262800,151.36137414099943
266400,83.79547798030472
270000,42.078558164891376
273600,29.053553839711128
277200,45.60809752468731
280800,90.61402442536541
284400,161.0042549992761
288000,251.98181135816304
291600,357.3467233836885
295200,469.9185464450614
298800,582.0256968343841
302400,686.0282575184515
306000,774.8386258590006
309600,842.4045220196953
313200,884.1214418351087
316800,897.1464461602889
320400,880.5919024753127
324000,835.585975574634
327600,765.195745000724
331200,674.2181886418371
334800,568.853276616313
338400,456.2814535549387
342000,344.174303165616
345600,240.17174248154728
349200,151.3613741409995
352800,83.79547798030478
356400,42.078558164891376
360000,29.053553839711128
363600,45.608097524687764
367200,90.61402442536615
370800,161.00425499927604
374400,251.98181135816296
378000,357.34672338368694
381600,469.91854644505975
385200,582.0256968343855
388800,686.0282575184514
392400,774.8386258590006
396000,842.4045220196952
399600,884.1214418351083
403200,897.1464461602889
406800,880.5919024753127
410400,835.585975574634
414000,765.1957450007241
417600,674.2181886418384
421200,568.8532766163116
424800,456.2814535549388
428400,344.1743031656146
432000,240.1717424815487
435600,151.36137414100068
439200,83.7954779803049
442800,42.07855816489143
446400,29.053553839711128
450000,45.60809752468725
453600,90.6140244253653
457200,161.004254999276
460800,251.98181135816284
464400,357.34672338368836
468000,469.91854644506117
471600,582.0256968343839
475200,686.0282575184513
478800,774.8386258590015
482400,842.4045220196952
486000,884.1214418351086
489600,897.1464461602889
493200,880.5919024753132
496800,835.5859755746349
500400,765.1957450007242
504000,674.2181886418373
507600,568.8532766163117
511200,456.28145355494047
514800,344.17430316561615
518400,240.1717424815488
522000,151.36137414099966
525600,83.79547798030416
529200,42.07855816489183
532800,29.053553839711128
536400,45.60809752468725
540000,90.61402442536604
543600,161.004254999277
547200,251.98181135816142
550800,357.3467233836867
554400,469.9185464450611
558000,582.0256968343853
561600,686.0282575184525
565200,774.8386258589993
568800,842.4045220196952
572400,884.1214418351085
576000,897.1464461602889
579600,880.5919024753124
583200,835.5859755746349
586800,765.1957450007242
590400,674.2181886418373
594000,568.8532766163119
597600,456.28145355493746
601200,344.17430316561627
604800,240.17174248154888
608400,151.36137414099971
612000,83.79547798030569
615600,42.07855816489109
619200,29.053553839711128
622800,45.608097524687196
626400,90.61402442536598
630000,161.00425499927468
633600,251.9818113581613
637200,357.34672338368665
640800,469.91854644505787
644400,582.0256968343851
648000,686.0282575184524
651600,774.8386258590014
655200,842.404522019695
658800,884.1214418351085
662400,897.1464461602889
