t_seconds,gco2_per_kwh
0,41.53060909122701
3600,29.09520530356957
7200,46.236511047639
10800,91.78637466432411
14400,162.64064822285644
18000,253.97073007244543
21600,359.55262606513804
25200,472.1911044713653
28800,584.2100391316294
32400,687.9755247688759
36000,776.4161150174991
39600,843.5047298070413
43200,884.669390908773
46800,897.1047946964304
50400,879.9634889523611
54000,834.413625335676
57600,763.5593517771435
61200,672.2292699275548
64800,566.6473739348619
68400,454.0088955286348
72000,341.9899608683706
75600,238.2244752311243
79200,149.78388498250098
82800,82.69527019295901
86400,41.53060909122701
90000,29.09520530356957
93600,46.23651104763894
97200,91.78637466432377
100800,162.64064822285593
104400,253.97073007244506
108000,359.55262606513793
111600,472.191104471365
115200,584.2100391316291
118800,687.9755247688754
122400,776.4161150174989
126000,843.5047298070413
129600,884.6693909087729
133200,897.1047946964304
136800,879.9634889523611
140400,834.413625335676
144000,763.5593517771439
147600,672.229269927555
151200,566.6473739348626
154800,454.0088955286347
158400,341.98996086837144
162000,238.2244752311244
165600,149.78388498250126
169200,82.69527019295907
172800,41.53060909122695
176400,29.09520530356957
180000,46.23651104763877
183600,91.78637466432394
187200,162.6406482228561
190800,253.97073007244563
194400,359.5526260651374
198000,472.1911044713645
201600,584.2100391316293
205200,687.9755247688756
208800,776.4161150174982
212400,843.504729807041
216000,884.6693909087728
219600,897.1047946964304
223200,879.9634889523611
226800,834.4136253356766
230400,763.559351777144
234000,672.2292699275552
237600,566.6473739348627
241200,454.0088955286348
244800,341.98996086837155
248400,238.22447523112382
252000,149.78388498250126
255600,82.69527019295947
259200,41.53060909122718
262800,29.09520530356957
266400,46.236511047638714
270000,91.78637466432389
273600,162.64064822285548
277200,253.97073007244487
280800,359.55262606513804
284400,472.1911044713644
288000,584.2100391316292
291600,687.975524768875
295200,776.4161150174987
298800,843.5047298070413
302400,884.6693909087728
306000,897.1047946964304
309600,879.9634889523613
313200,834.4136253356762
316800,763.5593517771435
320400,672.2292699275553
324000,566.6473739348635
327600,454.0088955286357
331200,341.9899608683709
334800,238.2244752311239
338400,149.78388498250138
342000,82.69527019295953
345600,41.53060909122718
349200,29.09520530356957
352800,46.23651104763917
356400,91.78637466432383
360000,162.64064822285548
363600,253.97073007244475
367200,359.55262606513645
370800,472.1911044713658
374400,584.2100391316292
378000,687.9755247688747
381600,776.4161150174987
385200,843.5047298070406
388800,884.6693909087733
392400,897.1047946964304
396000,879.9634889523613
399600,834.4136253356762
403200,763.5593517771447
406800,672.229269927554
410400,566.6473739348621
414000,454.00889552863583
417600,341.989960868371
421200,238.2244752311253
424800,149.7838849825025
428400,82.69527019295884
432000,41.530609091227234
435600,29.09520530356957
439200,46.23651104763866
442800,91.78637466432298
446400,162.64064822285644
450000,253.9707300724447
453600,359.5526260651379
457200,472.19110447136416
460800,584.2100391316276
464400,687.975524768876
468000,776.4161150174996
471600,843.5047298070405
475200,884.6693909087728
478800,897.1047946964304
482400,879.9634889523618
486000,834.4136253356755
489600,763.5593517771425
