t_seconds,gco2_per_kwh
0,106.63912831505905
3600,182.90681775903312
7200,278.269209531602
10800,386.2275142272689
14400,499.42455179055816
18000,610.146131178481
21600,710.8467597318117
25200,794.6638560302981
28800,855.8854234754991
32400,890.339313419448
36000,895.6775502002099
39600,871.5363418030292
43200,819.560871684941
46800,743.2931822409669
50400,647.9307904683981
54000,539.9724857727311
57600,426.7754482094419
61200,316.05386882151913
64800,215.35324026818824
68400,131.53614396970187
72000,70.31457652450098
75600,35.86068658055217
79200,30.522449799790138
82800,54.66365819697069
86400,106.63912831505911
90000,182.90681775903306
93600,278.26920953160186
97200,386.227514227269
100800,499.42455179055776
104400,610.1461311784808
108000,710.8467597318119
111600,794.6638560302981
115200,855.885423475499
118800,890.3393134194479
122400,895.6775502002099
126000,871.5363418030295
129600,819.5608716849412
133200,743.2931822409673
136800,647.930790468398
140400,539.9724857727311
144000,426.77544820944195
147600,316.05386882151925
151200,215.35324026818853
154800,131.53614396970164
158400,70.3145765245012
162000,35.86068658055211
165600,30.522449799790138
169200,54.66365819697063
172800,106.63912831505928
176400,182.90681775903266
180000,278.2692095316014
183600,386.2275142272689
187200,499.42455179055804
190800,610.1461311784815
194400,710.8467597318115
198000,794.6638560302979
201600,855.8854234754991
205200,890.339313419448
208800,895.6775502002099
212400,871.5363418030295
216000,819.5608716849413
219600,743.2931822409669
223200,647.9307904683981
226800,539.9724857727319
230400,426.77544820944206
234000,316.05386882151936
237600,215.35324026818927
241200,131.53614396970227
244800,70.3145765245016
248400,35.860686580552226
252000,30.522449799790024
255600,54.663658196970346
259200,106.63912831505877
262800,182.90681775903198
266400,278.2692095316013
270000,386.22751422726725
273600,499.42455179055713
277200,610.1461311784807
280800,710.8467597318108
284400,794.6638560302978
288000,855.8854234754984
291600,890.3393134194478
295200,895.6775502002099
298800,871.5363418030297
302400,819.5608716849422
306000,743.2931822409681
309600,647.9307904683988
313200,539.9724857727329
316800,426.7754482094445
320400,316.0538688215195
324000,215.35324026818932
327600,131.53614396970227
331200,70.3145765245016
334800,35.86068658055251
338400,30.522449799790138
342000,54.66365819697029
345600,106.63912831505877
349200,182.90681775903192
352800,278.2692095315998
356400,386.22751422726867
360000,499.424551790557
363600,610.1461311784806
367200,710.8467597318107
370800,794.6638560302968
374400,855.8854234754984
378000,890.3393134194478
381600,895.6775502002099
385200,871.5363418030297
388800,819.5608716849422
392400,743.2931822409682
396000,647.930790468399
399600,539.9724857727314
403200,426.7754482094431
406800,316.053868821521
410400,215.3532402681894
414000,131.53614396970238
417600,70.31457652450098
421200,35.86068658055228
424800,30.522449799790024
428400,54.66365819697023
432000,106.6391283150578
435600,182.906817759033
439200,278.26920953160106
442800,386.2275142272671
446400,499.4245517905569
450000,610.146131178479
453600,710.8467597318106
457200,794.6638560302977
460800,855.885423475499
464400,890.3393134194475
468000,895.67755020021
471600,871.5363418030298
475200,819.5608716849414
478800,743.2931822409671
482400,647.9307904684003
486000,539.9724857727331
489600,426.77544820944314
493200,316.0538688215197
496800,215.35324026818824
500400,131.53614396970346
504000,70.31457652450172
507600,35.86068658055228
511200,30.52244979979008
514800,54.663658196970744
518400,106.63912831505775
522000,182.90681775903175
525600,278.26920953160095
529200,386.22751422726844
532800,499.4245517905584
536400,610.1461311784789
540000,710.8467597318105
543600,794.6638560302976
547200,855.8854234754976
550800,890.339313419448
554400,895.67755020021
558000,871.5363418030299
561600,819.5608716849415
565200,743.2931822409695
568800,647.9307904683977
572400,539.9724857727332
576000,426.77544820944325
579600,316.05386882151976
583200,215.35324026819086
586800,131.53614396970153
590400,70.31457652450177
594000,35.86068658055228
597600,30.52244979979008
601200,54.663658196970744
604800,106.6391283150594
608400,182.9068177590317
612000,278.2692095316009
615600,386.22751422726833
619200,499.4245517905552
622800,610.1461311784788
626400,710.8467597318104
630000,794.6638560302955
633600,855.8854234754976
637200,890.339313419448
640800,895.6775502002098
644400,871.5363418030299
648000,819.5608716849415
651600,743.2931822409673
655200,647.9307904684006
658800,539.9724857727333
662400,426.77544820944337
666000,316.05386882152277
669600,215.35324026819094
673200,131.53614396970158
676800,70.31457652450047
680400,35.86068658055234
684000,30.52244979979008
687600,54.66365819697069
691200,106.63912831505758
694800,182.90681775903158
698400,278.2692095316008
702000,386.2275142272652
705600,499.4245517905551
709200,610.1461311784788
712800,710.8467597318129
716400,794.6638560302974
720000,855.8854234754989
723600,890.339313419448
727200,895.6775502002101
730800,871.5363418030299
734400,819.5608716849416
738000,743.2931822409696
741600,647.9307904684007
745200,539.9724857727333
748800,426.77544820944655
752400,316.0538688215199
756000,215.3532402681885
759600,131.53614396970164
763200,70.31457652450183
766800,35.86068658055234
770400,30.52244979979008
774000,54.66365819696955
777600,106.63912831505752
781200,182.90681775903153
784800,278.2692095315979
788400,386.22751422726816
792000,499.42455179055804
795600,610.1461311784815
799200,710.8467597318103
802800,794.6638560302974
806400,855.8854234754988
810000,890.3393134194474
813600,895.6775502002101
817200,871.5363418030299
820800,819.5608716849434
824400,743.2931822409698
828000,647.9307904683981
831600,539.9724857727305
835200,426.7754482094436
838800,316.05386882152004
842400,215.35324026818859
846000,131.5361439697037
849600,70.31457652450189
853200,35.8606865805524
856800,30.522449799789797
860400,54.66365819696955
864000,106.63912831505746
867600,182.90681775903374
871200,278.2692095316006
874800,386.22751422726805
878400,499.4245517905579
882000,610.1461311784785
885600,710.8467597318102
889200,794.6638560302973
892800,855.8854234754974
896400,890.3393134194474
900000,895.6775502002104
903600,871.5363418030299
907200,819.5608716849399
910800,743.2931822409676
914400,647.9307904684009
918000,539.9724857727306
921600,426.7754482094437
925200,316.05386882152305
928800,215.3532402681887
932400,131.5361439697038
936000,70.31457652450325
939600,35.8606865805524
943200,30.522449799790365
946800,54.66365819697057
950400,106.63912831505746
954000,182.90681775903374
957600,278.2692095316005
961200,386.2275142272649
964800,499.4245517905578
968400,610.1461311784784
972000,710.8467597318075
975600,794.6638560302972
979200,855.8854234754974
982800,890.339313419448
986400,895.6775502002101
990000,871.536341803029
993600,819.5608716849417
997200,743.2931822409698
1000800,647.9307904683982
1004400,539.9724857727336
1008000,426.7754482094469
1011600,316.05386882152027
1015200,215.35324026819129
1018800,131.53614396970187
1022400,70.31457652450194
1026000,35.860686580551885
1029600,30.52244979979008
1033200,54.66365819696949
1036800,106.63912831505911
1040400,182.90681775903124
1044000,278.2692095315976
1047600,386.2275142272678
1051200,499.42455179055463
1054800,610.1461311784753
1058400,710.8467597318099
1062000,794.6638560302991
1065600,855.8854234754988
1069200,890.3393134194473
1072800,895.6775502002099
1076400,871.53634180303
1080000,819.5608716849435
1083600,743.2931822409676
1087200,647.930790468401
1090800,539.9724857727368
1094400,426.7754482094439
1098000,316.0538688215174
1101600,215.35324026818884
1105200,131.53614396970391
1108800,70.3145765245007
1112400,35.86068658055245
1116000,30.522449799789797
1119600,54.663658196970516
1123200,106.63912831505729
1126800,182.90681775902885
1130400,278.26920953160027
1134000,386.2275142272708
1137600,499.42455179055764
1141200,610.1461311784782
1144800,710.8467597318124
1148400,794.6638560302971
1152000,855.8854234754974
1155600,890.3393134194479
1159200,895.6775502002101
1162800,871.5363418030311
1166400,819.560871684942
1170000,743.29318224097
1173600,647.9307904683984
1177200,539.9724857727339
1180800,426.7754482094409
1184400,316.0538688215205
1188000,215.35324026819148
1191600,131.53614396970198
1195200,70.31457652450206
1198800,35.860686580551885
1202400,30.52244979979008
1206000,54.66365819697148
1209600,106.63912831505547
1213200,182.90681775903113
1216800,278.2692095315974
1220400,386.22751422726765
1224000,499.42455179055446
1227600,610.146131178481
1231200,710.8467597318149
1234800,794.663856030295
1238400,855.8854234754986
1242000,890.3393134194473
1245600,895.6775502002099
1249200,871.5363418030302
1252800,819.5608716849401
1256400,743.2931822409726
1260000,647.9307904684013
1263600,539.9724857727371
1267200,426.7754482094441
1270800,316.05386882151765
1274400,215.353240268189
1278000,131.53614396970005
1281600,70.31457652450342
1285200,35.86068658055245
1288800,30.52244979978974
1292400,54.66365819697046
1296000,106.63912831505718
1299600,182.9068177590334
1303200,278.2692095315946
1306800,386.22751422726446
1310400,499.4245517905574
1314000,610.1461311784781
1317600,710.8467597318122
1321200,794.663856030297
1324800,855.8854234754999
1328400,890.3393134194467
1332000,895.6775502002101
1335600,871.5363418030312
1339200,819.560871684942
1342800,743.2931822409703
1346400,647.9307904683985
1350000,539.9724857727281
1353600,426.7754482094473
1357200,316.0538688215206
1360800,215.35324026819163
1364400,131.53614396970215
1368000,70.31457652450217
1371600,35.86068658055194
1375200,30.522449799789513
1378800,54.66365819696932
1382400,106.63912831505536
1386000,182.9068177590309
1389600,278.2692095316028
1393200,386.2275142272674
1396800,499.4245517905604
1400400,610.146131178475
1404000,710.8467597318096
1407600,794.6638560302949
1411200,855.8854234754986
1414800,890.3393134194473
1418400,895.6775502002099
1422000,871.5363418030281
1425600,819.5608716849438
1429200,743.293182240968
1432800,647.9307904684015
1436400,539.9724857727311
1440000,426.77544820944433
1443600,316.0538688215179
1447200,215.35324026819427
1450800,131.53614396970414
1454400,70.31457652450348
1458000,35.86068658055251
1461600,30.52244979979031
1465200,54.663658196970346
1468800,106.63912831506059
1472400,182.9068177590285
1476000,278.2692095315999
1479600,386.22751422726424
1483200,499.4245517905572
1486800,610.1461311784778
1490400,710.8467597318121
1494000,794.6638560302929
1497600,855.8854234754972
1501200,890.3393134194478
1504800,895.6775502002101
1508400,871.5363418030292
1512000,819.5608716849422
1515600,743.2931822409657
1519200,647.9307904684043
1522800,539.9724857727343
1526400,426.7754482094475
1530000,316.05386882152084
1533600,215.35324026819183
1537200,131.53614396970227
1540800,70.31457652449961
1544400,35.86068658055308
1548000,30.522449799790024
1551600,54.663658196969266
1555200,106.63912831505877
1558800,182.9068177590308
1562400,278.26920953160266
1566000,386.22751422726117
1569600,499.424551790554
1573200,610.1461311784748
1576800,710.8467597318095
1580400,794.6638560302988
1584000,855.8854234754984
1587600,890.3393134194483
1591200,895.6775502002104
1594800,871.5363418030303
1598400,819.560871684944
1602000,743.2931822409681
1605600,647.9307904684017
1609200,539.9724857727314
1612800,426.7754482094507
1616400,316.05386882152385
1620000,215.35324026818935
1623600,131.5361439697043
1627200,70.31457652450098
1630800,35.86068658055251
1634400,30.52244979979025
1638000,54.663658196968186
1641600,106.63912831505695
1645200,182.90681775902834
1648800,278.2692095315997
1652400,386.22751422727015
1656000,499.42455179055696
1659600,610.1461311784834
1663200,710.8467597318069
1666800,794.6638560302968
1670400,855.8854234754971
1674000,890.3393134194478
1677600,895.6775502002101
1681200,871.5363418030292
1684800,819.5608716849458
1688400,743.2931822409705
1692000,647.930790468399
1695600,539.9724857727346
1699200,426.7754482094416
1702800,316.05386882152106
1706400,215.35324026818694
1710000,131.53614396970636
1713600,70.31457652450234
1717200,35.860686580553136
1720800,30.522449799790024
1724400,54.66365819696921
1728000,106.63912831505866
1731600,182.90681775903533
1735200,278.26920953159686
1738800,386.22751422726697
1742400,499.4245517905538
1746000,610.1461311784803
1749600,710.8467597318092
1753200,794.6638560302986
1756800,855.8854234754957
1760400,890.3393134194473
1764000,895.6775502002104
1767600,871.5363418030304
1771200,819.5608716849406
1774800,743.293182240973
1778400,647.9307904684018
1782000,539.9724857727316
1785600,426.7754482094386
1789200,316.0538688215241
1792800,215.35324026818955
1796400,131.53614396970846
1800000,70.3145765245037
1803600,35.86068658055257
1807200,30.52244979979025
1810800,54.663658196972335
1814400,106.63912831505684
1818000,182.9068177590329
1821600,278.26920953159396
1825200,386.2275142272639
1828800,499.4245517905568
1832400,610.1461311784832
1836000,710.8467597318066
1839600,794.6638560302965
1843200,855.8854234754943
1846800,890.3393134194466
1850400,895.6775502002101
1854000,871.5363418030292
1857600,819.5608716849388
1861200,743.2931822409613
1864800,647.9307904683881
1868400,539.9724857727286
1872000,426.77544820943564
1875600,316.0538688215213
1879200,215.3532402681871
1882800,131.53614396969857
1886400,70.31457652449717
1890000,35.860686580552056
1893600,30.52244979979048
1897200,54.66365819696915
1900800,106.63912831505849
1904400,182.90681775903516
1908000,278.2692095316078
1911600,386.2275142272789
1915200,499.42455179055975
1918800,610.146131178486
1922400,710.8467597318091
1926000,794.6638560302985
1929600,855.8854234755008
1933200,890.3393134194494
1936800,895.6775502002099
1940400,871.5363418030283
1944000,819.5608716849372
1947600,743.2931822409685
1951200,647.9307904683965
1954800,539.9724857727257
1958400,426.7754482094327
1962000,316.05386882151845
1965600,215.35324026818463
1969200,131.5361439697046
1972800,70.31457652450115
1976400,35.860686580551544
